Date,Close
29/04/21,6961.48
28/04/21,6963.67
27/04/21,6944.97
26/04/21,6963.12
23/04/21,6938.56
22/04/21,6938.24
21/04/21,6895.29
20/04/21,6859.87
19/04/21,7000.08
16/04/21,7019.53
15/04/21,6983.5
14/04/21,6939.58
13/04/21,6890.49
12/04/21,6889.12
09/04/21,6915.75
08/04/21,6942.22
07/04/21,6885.32
06/04/21,6823.55
05/04/21,6737.3
02/04/21,6737.3
01/04/21,6737.3
31/03/21,6713.63
30/03/21,6772.12
29/03/21,6736.17
26/03/21,6740.59
25/03/21,6674.83
24/03/21,6712.89
23/03/21,6699.19
22/03/21,6726.1
19/03/21,6708.71
18/03/21,6779.68
17/03/21,6762.67
16/03/21,6803.61
15/03/21,6749.7
12/03/21,6761.47
11/03/21,6736.96
10/03/21,6725.6
09/03/21,6730.34
08/03/21,6719.13
05/03/21,6630.52
04/03/21,6650.88
03/03/21,6675.47
02/03/21,6613.75
01/03/21,6588.53
26/02/21,6483.43
25/02/21,6651.96
24/02/21,6658.97
23/02/21,6625.94
22/02/21,6612.24
19/02/21,6624.02
18/02/21,6617.15
17/02/21,6710.9
16/02/21,6748.86
15/02/21,6756.11
12/02/21,6589.79
11/02/21,6528.72
10/02/21,6524.36
09/02/21,6531.56
08/02/21,6523.53
05/02/21,6489.33
04/02/21,6503.72
03/02/21,6507.82
02/02/21,6516.65
01/02/21,6466.42
29/01/21,6407.46
28/01/21,6526.15
27/01/21,6567.37
26/01/21,6654.01
25/01/21,6638.85
22/01/21,6695.07
21/01/21,6715.42
20/01/21,6740.39
19/01/21,6712.95
18/01/21,6720.65
15/01/21,6735.71
14/01/21,6801.96
13/01/21,6745.52
12/01/21,6754.11
11/01/21,6798.48
08/01/21,6873.26
07/01/21,6856.96
06/01/21,6841.86
05/01/21,6612.25
04/01/21,6571.88
31/12/20,6460.52
30/12/20,6555.82
29/12/20,6602.65
24/12/20,6502.11
23/12/20,6495.75
22/12/20,6453.16
21/12/20,6416.32
18/12/20,6529.18
17/12/20,6551.06
16/12/20,6570.91
15/12/20,6513.32
14/12/20,6531.83
11/12/20,6546.75
10/12/20,6599.76
09/12/20,6564.29
08/12/20,6558.82
07/12/20,6555.39
04/12/20,6550.23
03/12/20,6490.27
02/12/20,6463.39
01/12/20,6384.73
30/11/20,6266.19
27/11/20,6367.58
26/11/20,6362.93
25/11/20,6391.09
24/11/20,6432.17
23/11/20,6333.84
20/11/20,6351.45
19/11/20,6334.35
18/11/20,6385.24
17/11/20,6365.33
16/11/20,6421.29
13/11/20,6316.39
12/11/20,6338.94
11/11/20,6382.1
10/11/20,6296.85
09/11/20,6186.29
06/11/20,5910.02
05/11/20,5906.18
04/11/20,5883.26
03/11/20,5786.77
02/11/20,5654.97
30/10/20,5577.27
29/10/20,5581.75
28/10/20,5582.8
27/10/20,5728.99
26/10/20,5792.01
23/10/20,5860.28
22/10/20,5785.65
21/10/20,5776.5
20/10/20,5889.22
19/10/20,5884.65
16/10/20,5919.58
15/10/20,5832.52
14/10/20,5935.06
13/10/20,5969.71
12/10/20,6001.38
09/10/20,6016.65
08/10/20,5978.03
07/10/20,5946.25
06/10/20,5949.94
05/10/20,5942.94
02/10/20,5902.12
01/10/20,5879.45
30/09/20,5866.1
29/09/20,5897.5
28/09/20,5927.93
25/09/20,5842.67
24/09/20,5822.78
23/09/20,5899.26
22/09/20,5829.46
21/09/20,5804.29
18/09/20,6007.05
17/09/20,6049.92
16/09/20,6078.48
15/09/20,6105.54
14/09/20,6026.25
11/09/20,6032.09
10/09/20,6003.32
09/09/20,6012.84
08/09/20,5930.3
07/09/20,5937.4
04/09/20,5799.08
03/09/20,5850.86
02/09/20,5940.95
01/09/20,5862.05
28/08/20,5963.57
27/08/20,5999.99
26/08/20,6045.6
25/08/20,6037.01
24/08/20,6104.73
21/08/20,6001.89
20/08/20,6013.34
19/08/20,6111.98
18/08/20,6076.62
17/08/20,6127.44
14/08/20,6090.04
13/08/20,6185.62
12/08/20,6280.12
11/08/20,6154.34
10/08/20,6050.59
07/08/20,6032.18
06/08/20,6026.94
05/08/20,6104.72
04/08/20,6036
03/08/20,6032.85
31/07/20,5897.76
30/07/20,5989.99
29/07/20,6131.46
28/07/20,6129.26
27/07/20,6104.88
24/07/20,6123.82
23/07/20,6211.44
22/07/20,6207.1
21/07/20,6269.73
20/07/20,6261.52
17/07/20,6290.3
16/07/20,6250.69
15/07/20,6292.65
14/07/20,6179.75
13/07/20,6176.19
10/07/20,6095.41
09/07/20,6049.62
08/07/20,6156.16
07/07/20,6189.9
06/07/20,6285.94
03/07/20,6157.3
02/07/20,6240.36
01/07/20,6157.96
30/06/20,6169.74
29/06/20,6225.77
26/06/20,6159.3
25/06/20,6147.14
24/06/20,6123.69
23/06/20,6320.12
22/06/20,6244.62
19/06/20,6292.6
18/06/20,6224.07
17/06/20,6253.25
16/06/20,6242.79
15/06/20,6064.7
12/06/20,6105.18
11/06/20,6076.7
10/06/20,6329.13
09/06/20,6335.72
08/06/20,6472.59
05/06/20,6484.3
04/06/20,6341.44
03/06/20,6382.41
02/06/20,6220.14
01/06/20,6166.42
29/05/20,6076.6
28/05/20,6218.79
27/05/20,6144.25
26/05/20,6067.76
22/05/20,5993.28
21/05/20,6015.25
20/05/20,6067.16
19/05/20,6002.23
18/05/20,6048.59
15/05/20,5799.77
14/05/20,5741.54
13/05/20,5904.05
12/05/20,5994.77
11/05/20,5939.73
07/05/20,5935.98
06/05/20,5853.76
05/05/20,5849.42
04/05/20,5753.78
01/05/20,5763.06
30/04/20,5901.21
29/04/20,6115.25
28/04/20,5958.5
27/04/20,5846.79
24/04/20,5752.23
23/04/20,5826.61
22/04/20,5770.63
21/04/20,5641.03
20/04/20,5812.83
17/04/20,5786.96
16/04/20,5628.43
15/04/20,5597.65
14/04/20,5791.31
13/04/20,5842.66
10/04/20,5842.66
09/04/20,5842.66
08/04/20,5677.73
07/04/20,5704.45
06/04/20,5582.39
03/04/20,5415.5
02/04/20,5480.22
01/04/20,5454.57
31/03/20,5671.96
30/03/20,5563.74
27/03/20,5510.33
26/03/20,5815.73
25/03/20,5688.2
24/03/20,5446.01
23/03/20,4993.89
20/03/20,5190.78
19/03/20,5151.61
18/03/20,5080.58
17/03/20,5294.9
16/03/20,5151.08
13/03/20,5366.11
12/03/20,5237.48
11/03/20,5876.52
10/03/20,5960.23
09/03/20,5965.77
06/03/20,6462.55
05/03/20,6705.43
04/03/20,6815.59
03/03/20,6718.2
02/03/20,6654.89
28/02/20,6580.61
27/02/20,6796.4
26/02/20,7042.47
25/02/20,7017.88
24/02/20,7156.83
21/02/20,7403.92
20/02/20,7436.64
19/02/20,7457.02
18/02/20,7382.01
17/02/20,7433.25
14/02/20,7409.13
13/02/20,7452.03
12/02/20,7534.37
11/02/20,7499.44
10/02/20,7446.88
07/02/20,7466.7
06/02/20,7504.79
05/02/20,7482.48
04/02/20,7439.82
03/02/20,7326.31
31/01/20,7286.01
30/01/20,7381.96
29/01/20,7483.57
28/01/20,7480.69
27/01/20,7412.05
24/01/20,7585.98
23/01/20,7507.67
22/01/20,7571.92
21/01/20,7610.7
20/01/20,7651.44
17/01/20,7674.56
16/01/20,7609.81
15/01/20,7642.8
14/01/20,7622.35
13/01/20,7617.6
10/01/20,7587.85
09/01/20,7598.12
08/01/20,7574.93
07/01/20,7573.85
06/01/20,7575.34
03/01/20,7622.4
02/01/20,7604.3
01/01/20,7542.44
31/12/19,7542.44
30/12/19,7587.05
27/12/19,7644.9
26/12/19,7632.24
25/12/19,7632.24
24/12/19,7632.24
23/12/19,7623.59
20/12/19,7582.48
19/12/19,7573.82
18/12/19,7540.75
17/12/19,7525.28
16/12/19,7519.05
13/12/19,7353.44
12/12/19,7273.47
11/12/19,7216.25
10/12/19,7213.76
09/12/19,7233.9
06/12/19,7239.66
05/12/19,7137.85
04/12/19,7188.5
03/12/19,7158.76
02/12/19,7285.94
29/11/19,7346.53
28/11/19,7416.43
27/11/19,7429.78
26/11/19,7403.14
25/11/19,7396.29
22/11/19,7326.81
21/11/19,7238.55
20/11/19,7262.49
19/11/19,7323.8
18/11/19,7307.7
15/11/19,7302.94
14/11/19,7292.76
13/11/19,7351.21
12/11/19,7365.44
11/11/19,7328.54
08/11/19,7359.38
07/11/19,7406.41
06/11/19,7396.65
05/11/19,7388.08
04/11/19,7369.69
01/11/19,7302.42
31/10/19,7248.38
30/10/19,7330.78
29/10/19,7306.26
28/10/19,7331.28
25/10/19,7324.47
24/10/19,7328.25
23/10/19,7260.74
22/10/19,7212.49
21/10/19,7163.64
18/10/19,7150.57
17/10/19,7182.32
16/10/19,7167.95
15/10/19,7211.64
14/10/19,7213.45
11/10/19,7247.08
10/10/19,7186.36
09/10/19,7166.5
08/10/19,7143.15
07/10/19,7197.88
04/10/19,7155.38
03/10/19,7077.64
02/10/19,7122.54
01/10/19,7360.32
30/09/19,7408.21
27/09/19,7426.21
26/09/19,7351.08
25/09/19,7289.99
24/09/19,7291.43
23/09/19,7326.08
20/09/19,7344.92
19/09/19,7356.42
18/09/19,7314.05
17/09/19,7320.4
16/09/19,7321.41
13/09/19,7367.46
12/09/19,7344.67
11/09/19,7338.03
10/09/19,7267.95
09/09/19,7235.81
06/09/19,7282.34
05/09/19,7271.17
04/09/19,7311.26
03/09/19,7268.19
02/09/19,7281.94
30/08/19,7207.18
29/08/19,7184.32
28/08/19,7114.71
27/08/19,7089.58
23/08/19,7094.98
22/08/19,7128.18
21/08/19,7203.97
20/08/19,7125
19/08/19,7189.65
16/08/19,7117.15
15/08/19,7067.01
14/08/19,7147.88
13/08/19,7250.9
12/08/19,7226.72
09/08/19,7253.85
08/08/19,7285.9
07/08/19,7198.7
06/08/19,7171.69
05/08/19,7223.85
02/08/19,7407.06
01/08/19,7584.87
31/07/19,7586.78
30/07/19,7646.77
29/07/19,7686.61
26/07/19,7549.06
25/07/19,7489.05
24/07/19,7501.46
23/07/19,7556.86
22/07/19,7514.93
19/07/19,7508.7
18/07/19,7493.09
17/07/19,7535.46
16/07/19,7577.2
15/07/19,7531.72
12/07/19,7505.97
11/07/19,7509.82
10/07/19,7530.69
09/07/19,7536.47
08/07/19,7549.27
05/07/19,7553.14
04/07/19,7603.58
03/07/19,7609.32
02/07/19,7559.19
01/07/19,7497.5
28/06/19,7425.63
27/06/19,7402.33
26/06/19,7416.39
25/06/19,7422.43
24/06/19,7416.69
21/06/19,7407.5
20/06/19,7424.44
19/06/19,7403.54
18/06/19,7443.04
17/06/19,7357.31
14/06/19,7345.78
13/06/19,7368.57
12/06/19,7367.62
11/06/19,7398.45
10/06/19,7375.54
07/06/19,7331.94
06/06/19,7259.85
05/06/19,7220.22
04/06/19,7214.29
03/06/19,7184.8
31/05/19,7161.71
30/05/19,7218.16
29/05/19,7185.3
28/05/19,7268.95
24/05/19,7277.73
23/05/19,7231.04
22/05/19,7334.19
21/05/19,7328.92
20/05/19,7310.88
17/05/19,7348.62
16/05/19,7353.51
15/05/19,7296.95
14/05/19,7241.6
13/05/19,7163.68
10/05/19,7203.29
09/05/19,7207.41
08/05/19,7271
07/05/19,7260.47
03/05/19,7380.64
02/05/19,7351.31
01/05/19,7385.26
30/04/19,7418.22
29/04/19,7440.66
26/04/19,7428.19
25/04/19,7434.13
24/04/19,7471.75
23/04/19,7523.07
22/04/19,7459.88
19/04/19,7459.88
18/04/19,7459.88
17/04/19,7471.32
16/04/19,7469.92
15/04/19,7436.87
12/04/19,7437.06
11/04/19,7417.95
10/04/19,7421.91
09/04/19,7425.57
08/04/19,7451.89
05/04/19,7446.87
04/04/19,7401.94
03/04/19,7418.28
02/04/19,7391.12
01/04/19,7317.38
29/03/19,7279.19
28/03/19,7234.33
27/03/19,7194.19
26/03/19,7196.29
25/03/19,7177.58
22/03/19,7207.59
21/03/19,7355.31
20/03/19,7291.01
19/03/19,7324
18/03/19,7299.19
15/03/19,7228.28
14/03/19,7185.43
13/03/19,7159.19
12/03/19,7151.15
11/03/19,7130.62
08/03/19,7104.31
07/03/19,7157.55
06/03/19,7196
05/03/19,7183.43
04/03/19,7134.39
01/03/19,7106.73
28/02/19,7074.73
27/02/19,7107.2
26/02/19,7151.12
25/02/19,7183.74
22/02/19,7178.6
21/02/19,7167.39
20/02/19,7228.62
19/02/19,7179.17
18/02/19,7219.47
15/02/19,7236.68
14/02/19,7197.01
13/02/19,7190.84
12/02/19,7133.14
11/02/19,7129.11
08/02/19,7071.18
07/02/19,7093.58
06/02/19,7173.09
05/02/19,7177.37
04/02/19,7034.13
01/02/19,7020.22
31/01/19,6968.85
30/01/19,6941.63
29/01/19,6833.93
28/01/19,6747.1
25/01/19,6809.22
24/01/19,6818.95
23/01/19,6842.88
22/01/19,6901.39
21/01/19,6970.59
18/01/19,6968.33
17/01/19,6834.92
16/01/19,6862.68
15/01/19,6895.02
14/01/19,6855.02
11/01/19,6918.18
10/01/19,6942.87
09/01/19,6906.63
08/01/19,6861.6
07/01/19,6810.88
04/01/19,6837.42
03/01/19,6692.66
02/01/19,6734.23
01/01/19,6728.13
31/12/18,6728.13
28/12/18,6733.97
27/12/18,6584.68
26/12/18,6685.99
25/12/18,6685.99
24/12/18,6685.99
21/12/18,6721.17
20/12/18,6711.93
19/12/18,6765.94
18/12/18,6701.59
17/12/18,6773.24
14/12/18,6845.17
13/12/18,6877.5
12/12/18,6880.19
11/12/18,6806.94
10/12/18,6721.54
07/12/18,6778.11
06/12/18,6704.05
05/12/18,6921.84
04/12/18,7022.76
03/12/18,7062.41
30/11/18,6980.24
29/11/18,7038.95
28/11/18,7004.52
27/11/18,7016.85
26/11/18,7036
23/11/18,6952.86
22/11/18,6960.32
21/11/18,7050.23
20/11/18,6947.92
19/11/18,7000.89
16/11/18,7013.88
15/11/18,7038.01
14/11/18,7033.79
13/11/18,7053.76
12/11/18,7053.08
09/11/18,7105.34
08/11/18,7140.68
07/11/18,7117.28
06/11/18,7040.68
05/11/18,7103.84
02/11/18,7094.12
01/11/18,7114.66
31/10/18,7128.1
30/10/18,7035.85
29/10/18,7026.32
26/10/18,6939.56
25/10/18,7004.1
24/10/18,6962.98
23/10/18,6955.21
22/10/18,7042.8
19/10/18,7049.8
18/10/18,7026.99
17/10/18,7054.6
16/10/18,7059.4
15/10/18,7029.22
12/10/18,6995.91
11/10/18,7006.93
10/10/18,7145.74
09/10/18,7237.59
08/10/18,7233.33
05/10/18,7318.54
04/10/18,7418.34
03/10/18,7510.28
02/10/18,7474.55
01/10/18,7495.67
28/09/18,7510.2
27/09/18,7545.44
26/09/18,7511.49
25/09/18,7507.56
24/09/18,7458.41
21/09/18,7490.23
20/09/18,7367.32
19/09/18,7331.12
18/09/18,7300.23
17/09/18,7302.1
14/09/18,7304.04
13/09/18,7281.57
12/09/18,7313.36
11/09/18,7273.54
10/09/18,7279.3
07/09/18,7277.7
06/09/18,7318.96
05/09/18,7383.28
04/09/18,7457.86
03/09/18,7504.6
31/08/18,7432.42
30/08/18,7516.03
29/08/18,7563.21
28/08/18,7617.22
27/08/18,7577.49
24/08/18,7577.49
23/08/18,7563.22
22/08/18,7574.24
21/08/18,7565.7
20/08/18,7591.26
17/08/18,7558.59
16/08/18,7556.38
15/08/18,7497.87
14/08/18,7611.64
13/08/18,7642.45
10/08/18,7667.01
09/08/18,7741.77
08/08/18,7776.65
07/08/18,7718.48
06/08/18,7663.78
03/08/18,7659.1
02/08/18,7575.93
01/08/18,7652.91
31/07/18,7748.76
30/07/18,7700.85
27/07/18,7701.31
26/07/18,7663.17
25/07/18,7658.26
24/07/18,7709.05
23/07/18,7655.79
20/07/18,7678.79
19/07/18,7683.97
18/07/18,7676.28
17/07/18,7626.33
16/07/18,7600.45
13/07/18,7661.87
12/07/18,7651.33
11/07/18,7591.96
10/07/18,7692.04
09/07/18,7687.99
06/07/18,7617.7
05/07/18,7603.22
04/07/18,7573.09
03/07/18,7593.29
02/07/18,7547.85
29/06/18,7636.93
28/06/18,7615.63
27/06/18,7621.69
26/06/18,7537.92
25/06/18,7509.84
22/06/18,7682.27
21/06/18,7556.44
20/06/18,7627.4
19/06/18,7603.85
18/06/18,7631.33
15/06/18,7633.91
14/06/18,7765.79
13/06/18,7703.71
12/06/18,7703.81
11/06/18,7737.43
08/06/18,7681.07
07/06/18,7704.4
06/06/18,7712.37
05/06/18,7686.8
04/06/18,7741.29
01/06/18,7701.77
31/05/18,7678.2
30/05/18,7689.57
29/05/18,7632.64
28/05/18,7730.28
25/05/18,7730.28
24/05/18,7716.74
23/05/18,7788.44
22/05/18,7877.45
21/05/18,7859.17
18/05/18,7778.79
17/05/18,7787.97
16/05/18,7734.2
15/05/18,7722.98
14/05/18,7710.98
11/05/18,7724.55
10/05/18,7700.97
09/05/18,7662.52
08/05/18,7565.75
07/05/18,7567.14
04/05/18,7567.14
03/05/18,7502.69
02/05/18,7543.2
01/05/18,7520.36
30/04/18,7509.3
27/04/18,7502.21
26/04/18,7421.43
25/04/18,7379.32
24/04/18,7425.4
23/04/18,7398.87
20/04/18,7368.17
19/04/18,7328.92
18/04/18,7317.34
17/04/18,7226.05
16/04/18,7198.2
13/04/18,7264.56
12/04/18,7258.34
11/04/18,7257.14
10/04/18,7266.75
09/04/18,7194.75
06/04/18,7183.64
05/04/18,7199.5
04/04/18,7034.01
03/04/18,7030.46
02/04/18,7056.61
30/03/18,7056.61
29/03/18,7056.61
28/03/18,7044.74
27/03/18,7000.14
26/03/18,6888.69
23/03/18,6921.94
22/03/18,6952.59
21/03/18,7038.97
20/03/18,7061.27
19/03/18,7042.93
16/03/18,7164.14
15/03/18,7139.76
14/03/18,7132.69
13/03/18,7138.78
12/03/18,7214.76
09/03/18,7224.51
08/03/18,7203.24
07/03/18,7157.84
06/03/18,7146.75
05/03/18,7115.98
02/03/18,7069.9
01/03/18,7175.64
28/02/18,7231.91
27/02/18,7282.45
26/02/18,7289.58
23/02/18,7244.41
22/02/18,7252.39
21/02/18,7281.57
20/02/18,7246.77
19/02/18,7247.66
16/02/18,7294.7
15/02/18,7234.81
14/02/18,7213.97
13/02/18,7168.01
12/02/18,7177.06
09/02/18,7092.43
08/02/18,7170.69
07/02/18,7279.42
06/02/18,7141.4
05/02/18,7334.98
02/02/18,7443.43
01/02/18,7490.39
31/01/18,7533.55
30/01/18,7587.98
29/01/18,7671.53
26/01/18,7665.54
25/01/18,7615.84
24/01/18,7643.43
23/01/18,7731.83
22/01/18,7715.44
19/01/18,7730.79
18/01/18,7700.96
17/01/18,7725.43
16/01/18,7755.93
15/01/18,7769.14
12/01/18,7778.64
11/01/18,7762.94
10/01/18,7748.51
09/01/18,7731.02
08/01/18,7696.51
05/01/18,7724.22
04/01/18,7695.88
03/01/18,7671.11
02/01/18,7648.1
01/01/18,7687.77
29/12/17,7687.77
28/12/17,7622.88
27/12/17,7620.68
26/12/17,7592.66
25/12/17,7592.66
22/12/17,7592.66
21/12/17,7603.98
20/12/17,7525.22
19/12/17,7544.09
18/12/17,7537.01
15/12/17,7490.57
14/12/17,7448.12
13/12/17,7496.51
12/12/17,7500.41
11/12/17,7453.48
08/12/17,7393.96
07/12/17,7320.75
06/12/17,7348.03
05/12/17,7327.5
04/12/17,7338.97
01/12/17,7300.49
30/11/17,7326.67
29/11/17,7393.56
28/11/17,7460.65
27/11/17,7383.9
24/11/17,7409.64
23/11/17,7417.24
22/11/17,7419.02
21/11/17,7411.34
20/11/17,7389.46
17/11/17,7380.68
16/11/17,7386.94
15/11/17,7372.61
14/11/17,7414.42
13/11/17,7415.18
10/11/17,7432.99
09/11/17,7484.1
08/11/17,7529.72
07/11/17,7513.11
06/11/17,7562.28
03/11/17,7560.35
02/11/17,7555.32
01/11/17,7487.96
31/10/17,7493.08
30/10/17,7487.81
27/10/17,7505.03
26/10/17,7486.5
25/10/17,7447.21
24/10/17,7526.54
23/10/17,7524.45
20/10/17,7523.23
19/10/17,7523.04
18/10/17,7542.87
17/10/17,7516.17
16/10/17,7526.97
13/10/17,7535.44
12/10/17,7556.24
11/10/17,7533.81
10/10/17,7538.27
09/10/17,7507.89
06/10/17,7522.87
05/10/17,7507.99
04/10/17,7467.58
03/10/17,7468.11
02/10/17,7438.84
29/09/17,7372.76
28/09/17,7322.82
27/09/17,7313.51
26/09/17,7285.74
25/09/17,7301.29
22/09/17,7310.64
21/09/17,7263.9
20/09/17,7271.95
19/09/17,7275.25
18/09/17,7253.28
15/09/17,7215.47
14/09/17,7295.39
13/09/17,7379.7
12/09/17,7400.69
11/09/17,7413.59
08/09/17,7377.6
07/09/17,7396.98
06/09/17,7354.13
05/09/17,7372.92
04/09/17,7411.47
01/09/17,7438.5
31/08/17,7430.62
30/08/17,7365.26
29/08/17,7337.43
28/08/17,7401.46
25/08/17,7401.46
24/08/17,7407.06
23/08/17,7382.65
22/08/17,7381.74
21/08/17,7318.88
18/08/17,7323.98
17/08/17,7387.87
16/08/17,7433.03
15/08/17,7383.85
14/08/17,7353.89
11/08/17,7309.96
10/08/17,7389.94
09/08/17,7498.06
08/08/17,7542.73
07/08/17,7531.94
04/08/17,7511.71
03/08/17,7474.77
02/08/17,7411.43
01/08/17,7423.66
31/07/17,7372
28/07/17,7368.37
27/07/17,7443.01
26/07/17,7452.32
25/07/17,7434.82
24/07/17,7377.73
21/07/17,7452.91
20/07/17,7487.87
19/07/17,7430.91
18/07/17,7390.22
17/07/17,7404.13
14/07/17,7378.39
13/07/17,7413.44
12/07/17,7416.93
11/07/17,7329.76
10/07/17,7370.03
07/07/17,7350.92
06/07/17,7337.28
05/07/17,7367.6
04/07/17,7357.23
03/07/17,7377.09
30/06/17,7312.72
29/06/17,7350.32
28/06/17,7387.8
27/06/17,7434.36
26/06/17,7446.8
23/06/17,7424.13
22/06/17,7439.29
21/06/17,7447.79
20/06/17,7472.71
19/06/17,7523.81
16/06/17,7463.54
15/06/17,7419.36
14/06/17,7474.4
13/06/17,7500.44
12/06/17,7511.87
09/06/17,7527.33
08/06/17,7449.98
07/06/17,7478.62
06/06/17,7524.95
05/06/17,7525.76
02/06/17,7547.63
01/06/17,7543.77
31/05/17,7519.95
30/05/17,7526.51
29/05/17,7547.63
26/05/17,7547.63
25/05/17,7517.71
24/05/17,7514.9
23/05/17,7485.29
22/05/17,7496.34
19/05/17,7470.71
18/05/17,7436.42
17/05/17,7503.47
16/05/17,7522.03
15/05/17,7454.37
12/05/17,7435.39
11/05/17,7386.63
10/05/17,7385.24
09/05/17,7342.21
08/05/17,7300.86
05/05/17,7297.43
04/05/17,7248.1
03/05/17,7234.53
02/05/17,7250.05
01/05/17,7203.94
28/04/17,7203.94
27/04/17,7237.17
26/04/17,7288.72
25/04/17,7275.64
24/04/17,7264.68
21/04/17,7114.55
20/04/17,7118.54
19/04/17,7114.36
18/04/17,7147.5
17/04/17,7327.59
14/04/17,7327.59
